	sector	community_name	group_category	category	count	resident_count	date	year	month	id	geocoded_column_latitude	geocoded_column_longitude	geocoded_column_human_address	:@computed_region_4a3i_ccfj	:@computed_region_p8tp_5dkv	:@computed_region_4b54_tmc4	:@computed_region_kxmf_bzkv
249	CENTRE	BANFF TRAIL	Disorder	Social Disorder	40	4153	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BANFF TRAIL-Social Disorder-40	51.07421659941558	-114.1151290223033	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	7	7	153
250	CENTRE	DOWNTOWN COMMERCIAL CORE	Crime	Theft OF Vehicle	8	8683	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN COMMERCIAL CORE-Theft OF Vehicle-8	51.04727019967498	-114.06959221074015	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	7	7	262
251	WEST	RUTLAND PARK	Disorder	Physical Disorder	1	2263	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RUTLAND PARK-Physical Disorder-1	51.018991792178156	-114.13736158459035	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	8	183
252	NORTHEAST	TARADALE	Disorder	Physical Disorder	4	19026	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TARADALE-Physical Disorder-4	51.11794016304313	-113.93400207797254	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	26
253	NORTHEAST	WHITEHORN	Disorder	Social Disorder	44	12019	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WHITEHORN-Social Disorder-44	51.08877341271908	-113.97006816364696	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	9	145
254	NORTHWEST	SILVER SPRINGS	Crime	Violence Other (Non-domestic)	1	8679	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVER SPRINGS-Violence Other (Non-domestic)-1	51.104270088383586	-114.19627989529096	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	9	13	147
255	SOUTH	OAKRIDGE	Crime	Residential Break & Enter	1	5690	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-OAKRIDGE-Residential Break & Enter-1	50.969739206716326	-114.12960909912147	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	217
256	NORTHEAST	REDSTONE	Crime	Assault (Non-domestic)	2	5848	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-REDSTONE-Assault (Non-domestic)-2	51.170446168252354	-113.95779456322208	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	3
257	WEST	GLAMORGAN	Disorder	Physical Disorder	1	6522	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GLAMORGAN-Physical Disorder-1	51.01552804933978	-114.15286259623358	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	14	1	142
258	SOUTH	KELVIN GROVE	Crime	Commercial Break & Enter	2	2305	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-KELVIN GROVE-Commercial Break & Enter-2	50.98977222366248	-114.08902454242087	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	29
259	NORTHEAST	SADDLE RIDGE	Crime	Street Robbery	2	22321	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SADDLE RIDGE-Street Robbery-2	51.13057324213389	-113.94562252266931	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	2
260	NORTHEAST	MONTEREY PARK	Disorder	Physical Disorder	5	10372	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MONTEREY PARK-Physical Disorder-5	51.08145946482504	-113.92685104381658	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	9	161
261	CENTRE	BRIDGELAND/RIVERSIDE	Disorder	Social Disorder	114	6835	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRIDGELAND/RIVERSIDE-Social Disorder-114	51.050566763066044	-114.03507248380473	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	11	10	137
262	CENTRE	SUNNYSIDE	Crime	Assault (Non-domestic)	2	4230	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNNYSIDE-Assault (Non-domestic)-2	51.056419204792846	-114.07902631006927	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	7	7	62
263	EAST	ERIN WOODS	Crime	Assault (Non-domestic)	2	7049	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ERIN WOODS-Assault (Non-domestic)-2	51.02105117275534	-113.96760658953818	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	12	35
264	NORTHEAST	MARLBOROUGH PARK	Disorder	Physical Disorder	6	8523	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARLBOROUGH PARK-Physical Disorder-6	51.05969184952577	-113.94671734839238	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	12	33
265	NORTH	COVENTRY HILLS	Crime	Commercial Break & Enter	1	17667	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COVENTRY HILLS-Commercial Break & Enter-1	51.16490633029946	-114.05314340697439	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	12	11	251
266	CENTRE	TUXEDO PARK	Crime	Theft OF Vehicle	3	5326	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TUXEDO PARK-Theft OF Vehicle-3	51.074245240422314	-114.0610445200781	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	7	10	69
267	NORTHWEST	ARBOUR LAKE	Crime	Commercial Break & Enter	4	10619	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ARBOUR LAKE-Commercial Break & Enter-4	51.13263256556279	-114.2075783058964	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	244
268	SOUTH	LAKE BONAVISTA	Crime	Theft FROM Vehicle	10	10293	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-LAKE BONAVISTA-Theft FROM Vehicle-10	50.93980907043577	-114.05132286943763	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	13	6	267
269	NORTHEAST	PINERIDGE	Crime	Theft FROM Vehicle	9	10022	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PINERIDGE-Theft FROM Vehicle-9	51.074259757631374	-113.94676495577161	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	9	36
270	NORTHEAST	MARLBOROUGH PARK	Crime	Theft OF Vehicle	5	8523	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MARLBOROUGH PARK-Theft OF Vehicle-5	51.05969184952577	-113.94671734839238	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	12	33
271	SOUTHEAST	MCKENZIE TOWNE	Crime	Theft OF Vehicle	5	18283	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MCKENZIE TOWNE-Theft OF Vehicle-5	50.91713725138621	-113.96147999523379	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	4	46
272	WEST	CHRISTIE PARK	Crime	Assault (Non-domestic)	1	2128	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHRISTIE PARK-Assault (Non-domestic)-1	51.04083462273871	-114.17590074638275	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	14	1	68
273	CENTRE	CRESCENT HEIGHTS	Crime	Commercial Break & Enter	5	6620	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CRESCENT HEIGHTS-Commercial Break & Enter-5	51.05952142088306	-114.06161026890561	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	7	7	266
274	NORTHWEST	ROYAL VISTA	Crime	Commercial Break & Enter	2	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROYAL VISTA-Commercial Break & Enter-2	51.149464057035956	-114.20420720491674	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	9	3	157
275	EAST	PENBROOKE MEADOWS	Crime	Residential Break & Enter	5	8554	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PENBROOKE MEADOWS-Residential Break & Enter-5	51.0458656172816	-113.94751619540399	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	12	30
276	SOUTH	SOMERSET	Disorder	Social Disorder	13	8543	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOMERSET-Social Disorder-13	50.89869686344839	-114.08130751456942	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	6	5	55
277	EAST	FOREST HEIGHTS	Crime	Residential Break & Enter	1	6496	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FOREST HEIGHTS-Residential Break & Enter-1	51.04923736963035	-113.968771739973	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	12	194
278	WEST	SPRUCE CLIFF	Crime	Violence Other (Non-domestic)	2	4673	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SPRUCE CLIFF-Violence Other (Non-domestic)-2	51.04860967166606	-114.13628214787398	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	118
279	SOUTH	BRAESIDE	Disorder	Social Disorder	15	5805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRAESIDE-Social Disorder-15	50.95600012359257	-114.10635317279377	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	23
280	NORTHWEST	MONTGOMERY	Crime	Commercial Break & Enter	3	4515	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MONTGOMERY-Commercial Break & Enter-3	51.07110787892585	-114.1622756118642	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	7	13	24
281	CENTRE	ELBOYA	Crime	Theft FROM Vehicle	1	1754	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ELBOYA-Theft FROM Vehicle-1	51.0129938009936	-114.07362044953236	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	143
282	CENTRE	BANKVIEW	Crime	Commercial Break & Enter	13	5256	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BANKVIEW-Commercial Break & Enter-13	51.034131244481415	-114.10048919021384	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	208
283	SOUTH	BRAESIDE	Crime	Theft FROM Vehicle	2	5805	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BRAESIDE-Theft FROM Vehicle-2	50.95600012359257	-114.10635317279377	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	23
284	NORTH	MACEWAN GLEN	Disorder	Social Disorder	2	4754	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MACEWAN GLEN-Social Disorder-2	51.13771903639298	-114.11521349389004	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	2	146
285	CENTRE	SCARBORO/ SUNALTA WEST	Crime	Theft FROM Vehicle	3	401	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SCARBORO/ SUNALTA WEST-Theft FROM Vehicle-3	51.04219483282624	-114.11485879009876	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	206
286	NORTH	EVANSTON	Crime	Street Robbery	1	17685	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EVANSTON-Street Robbery-1	51.171117591304785	-114.11245112799256	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	237
287	NORTH	SAGE HILL	Crime	Theft FROM Vehicle	4	7924	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SAGE HILL-Theft FROM Vehicle-4	51.175616972779984	-114.14070478810812	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	265
288	CENTRE	BELTLINE	Crime	Violence Other (Non-domestic)	8	25129	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BELTLINE-Violence Other (Non-domestic)-8	51.03743792621707	-114.05518879725622	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	5	14	260
289	WEST	COACH HILL	Disorder	Social Disorder	3	3244	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COACH HILL-Social Disorder-3	51.058345065701836	-114.18293089007899	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	14	1	189
290	SOUTH	FAIRVIEW	Disorder	Social Disorder	30	3646	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FAIRVIEW-Social Disorder-30	50.985381707007534	-114.06033837619835	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	10	284
291	NORTH	THORNCLIFFE	Crime	Theft FROM Vehicle	10	8788	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-THORNCLIFFE-Theft FROM Vehicle-10	51.103099554748056	-114.06877942116893	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	2	192
292	NORTH	02B	Disorder	Social Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-02B-Social Disorder-1	51.176021351302396	-114.19939956642429	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	185
293	SOUTH	SOUTHWOOD	Crime	Theft OF Vehicle	2	6246	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOUTHWOOD-Theft OF Vehicle-2	50.9577735651428	-114.08320089308144	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	7
294	NORTHWEST	VARSITY	Crime	Theft FROM Vehicle	11	12874	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-VARSITY-Theft FROM Vehicle-11	51.096001313234325	-114.16259525952493	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	9	13	269
295	WEST	COUGAR RIDGE	Disorder	Social Disorder	6	6997	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COUGAR RIDGE-Social Disorder-6	51.07188943658615	-114.20908721074656	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	14	1	128
296	CENTRE	PARKDALE	Disorder	Physical Disorder	4	2566	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-PARKDALE-Physical Disorder-4	51.05994270233475	-114.13533705624042	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	7	7	91
297	EAST	GREAT PLAINS	Disorder	Physical Disorder	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREAT PLAINS-Physical Disorder-1	50.986914862225795	-113.9399379791256	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	10	73
298	NORTH	HARVEST HILLS	Crime	Residential Break & Enter	2	7420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HARVEST HILLS-Residential Break & Enter-2	51.14767758603047	-114.05277797732376	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	12	11	27
299	NORTHWEST	DALHOUSIE	Crime	Theft FROM Vehicle	3	8940	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DALHOUSIE-Theft FROM Vehicle-3	51.109413833961156	-114.15816461520822	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	7	38
300	SOUTHEAST	AUBURN BAY	Crime	Residential Break & Enter	5	17607	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-AUBURN BAY-Residential Break & Enter-5	50.89270534657538	-113.95781728138715	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	4	95
301	SOUTH	CHAPARRAL	Disorder	Social Disorder	28	12654	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHAPARRAL-Social Disorder-28	50.88459996691946	-114.02565000091923	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	13	6	130
302	NORTHWEST	DALHOUSIE	Crime	Assault (Non-domestic)	2	8940	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DALHOUSIE-Assault (Non-domestic)-2	51.109413833961156	-114.15816461520822	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	7	38
303	SOUTH	SOMERSET	Crime	Theft OF Vehicle	1	8543	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SOMERSET-Theft OF Vehicle-1	50.89869686344839	-114.08130751456942	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	6	5	55
304	CENTRE	CRESCENT HEIGHTS	Crime	Assault (Non-domestic)	1	6620	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CRESCENT HEIGHTS-Assault (Non-domestic)-1	51.05952142088306	-114.06161026890561	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	7	7	266
305	NORTHWEST	TUSCANY	Crime	Residential Break & Enter	1	19884	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-TUSCANY-Residential Break & Enter-1	51.12188985111696	-114.24079065901304	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	9	13	158
306	NORTHEAST	CITYSCAPE	Crime	Theft FROM Vehicle	1	3104	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CITYSCAPE-Theft FROM Vehicle-1	51.14703155696725	-113.96125803148381	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	176
307	EAST	FOREST HEIGHTS	Disorder	Physical Disorder	4	6496	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FOREST HEIGHTS-Physical Disorder-4	51.04923736963035	-113.968771739973	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	12	194
308	NORTH	03W	Crime	Commercial Break & Enter	3	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-03W-Commercial Break & Enter-3	51.19795792386215	-114.02537820997819	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	12	11	250
309	CENTRE	RICHMOND	Disorder	Social Disorder	22	4962	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RICHMOND-Social Disorder-22	51.02970543469487	-114.11842246884257	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	181
310	NORTHWEST	COLLINGWOOD	Crime	Residential Break & Enter	1	2249	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COLLINGWOOD-Residential Break & Enter-1	51.083504232297685	-114.10240136091258	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	7	214
311	NORTHWEST	ARBOUR LAKE	Crime	Assault (Non-domestic)	1	10619	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ARBOUR LAKE-Assault (Non-domestic)-1	51.13263256556279	-114.2075783058964	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	244
312	SOUTHEAST	EAST SHEPARD INDUSTRIAL	Crime	Violence Other (Non-domestic)	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EAST SHEPARD INDUSTRIAL-Violence Other (Non-domestic)-1	50.951244506177744	-113.950956719842	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	4	79
313	SOUTH	BONAVISTA DOWNS	Disorder	Social Disorder	11	928	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BONAVISTA DOWNS-Social Disorder-11	50.94369768303943	-114.03139999055952	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	13	6	175
314	CENTRE	GREENVIEW INDUSTRIAL PARK	Disorder	Physical Disorder	1	225	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-GREENVIEW INDUSTRIAL PARK-Physical Disorder-1	51.08651539849002	-114.04905097324385	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	4	2	239
315	WEST	ROSSCARROCK	Crime	Assault (Non-domestic)	2	3625	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-ROSSCARROCK-Assault (Non-domestic)-2	51.04327739256294	-114.14549374099174	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	281
316	NORTHEAST	FALCONRIDGE	Crime	Theft OF Vehicle	6	10653	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-FALCONRIDGE-Theft OF Vehicle-6	51.10330638378534	-113.94537499024918	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	9	56
317	CENTRE	MANCHESTER	Crime	Residential Break & Enter	1	1025	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MANCHESTER-Residential Break & Enter-1	51.00623889050489	-114.06664675902346	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	11	10	124
318	NORTH	COUNTRY HILLS VILLAGE	Disorder	Physical Disorder	1	2597	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-COUNTRY HILLS VILLAGE-Physical Disorder-1	51.158203848304325	-114.06139543185002	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	12	11	264
319	NORTH	HARVEST HILLS	Crime	Theft FROM Vehicle	2	7420	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HARVEST HILLS-Theft FROM Vehicle-2	51.14767758603047	-114.05277797732376	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	12	11	27
320	NORTH	MACEWAN GLEN	Crime	Theft FROM Vehicle	1	4754	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MACEWAN GLEN-Theft FROM Vehicle-1	51.13771903639298	-114.11521349389004	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	2	146
321	NORTH	HIDDEN VALLEY	Crime	Residential Break & Enter	2	11566	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HIDDEN VALLEY-Residential Break & Enter-2	51.15193708420534	-114.11960923256242	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	12	2	25
322	SOUTHEAST	NEW BRIGHTON	Crime	Commercial Robbery	1	13103	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NEW BRIGHTON-Commercial Robbery-1	50.922051675382946	-113.94524760632896	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	4	139
323	SOUTHEAST	RIVERBEND	Crime	Commercial Robbery	1	9244	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-RIVERBEND-Commercial Robbery-1	50.97597767000437	-114.0178926680503	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	10	19
324	CENTRE	BANFF TRAIL	Crime	Theft FROM Vehicle	7	4153	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BANFF TRAIL-Theft FROM Vehicle-7	51.07421659941558	-114.1151290223033	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	7	7	153
325	CENTRE	WINSTON HEIGHTS/MOUNTVIEW	Crime	Residential Break & Enter	2	3635	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WINSTON HEIGHTS/MOUNTVIEW-Residential Break & Enter-2	51.07532495780659	-114.04185548061031	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	7	10	88
326	SOUTH	CEDARBRAE	Crime	Theft FROM Vehicle	3	6094	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CEDARBRAE-Theft FROM Vehicle-3	50.95714874318482	-114.1296160707468	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	126
327	NORTH	THORNCLIFFE	Crime	Residential Break & Enter	3	8788	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-THORNCLIFFE-Residential Break & Enter-3	51.103099554748056	-114.06877942116893	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	2	192
328	WEST	STRATHCONA PARK	Disorder	Social Disorder	10	6855	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-STRATHCONA PARK-Social Disorder-10	51.0474032510793	-114.17757962941137	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	14	1	67
329	CENTRE	MISSION	Disorder	Physical Disorder	8	4598	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MISSION-Physical Disorder-8	51.033158395427364	-114.06808323713915	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	14	297
330	WEST	NORTH GLENMORE PARK	Crime	Theft FROM Vehicle	2	2391	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NORTH GLENMORE PARK-Theft FROM Vehicle-2	51.001422376521376	-114.11224656687682	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	122
331	EAST	EASTFIELD	Crime	Commercial Break & Enter	1	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-EASTFIELD-Commercial Break & Enter-1	51.01193851446216	-113.97007289746361	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	11	12	101
332	SOUTH	CHINOOK PARK	Crime	Theft OF Vehicle	1	1662	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-CHINOOK PARK-Theft OF Vehicle-1	50.983246429039454	-114.0889934233183	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	5	8	59
333	CENTRE	DOWNTOWN WEST END	Crime	Theft FROM Vehicle	5	2785	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-DOWNTOWN WEST END-Theft FROM Vehicle-5	51.04796931133656	-114.08777972149832	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	2	14	45
334	SOUTH	WOODBINE	Crime	Commercial Break & Enter	1	8866	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-WOODBINE-Commercial Break & Enter-1	50.939610852207664	-114.12962865374453	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	1	6	5	43
335	NORTHWEST	HAWKWOOD	Disorder	Social Disorder	6	9248	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-HAWKWOOD-Social Disorder-6	51.13097352339733	-114.17560523215212	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	10	3	248
336	NORTH	BEDDINGTON HEIGHTS	Disorder	Social Disorder	45	11514	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-BEDDINGTON HEIGHTS-Social Disorder-45	51.13164398532214	-114.08491114080483	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	4	2	273
337	NORTHEAST	SKYVIEW RANCH	Disorder	Social Disorder	30	11707	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYVIEW RANCH-Social Disorder-30	51.15612673497898	-113.95837456074634	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	12
338	NORTHEAST	MAYLAND HEIGHTS	Crime	Theft FROM Vehicle	6	5961	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-MAYLAND HEIGHTS-Theft FROM Vehicle-6	51.060827713742526	-114.01332524116933	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	3	12	140
339	NORTHWEST	SILVER SPRINGS	Crime	Residential Break & Enter	1	8679	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SILVER SPRINGS-Residential Break & Enter-1	51.104270088383586	-114.19627989529096	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	2	9	13	147
340	SOUTHEAST	NEW BRIGHTON	Crime	Theft FROM Vehicle	5	13103	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-NEW BRIGHTON-Theft FROM Vehicle-5	50.922051675382946	-113.94524760632896	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	8	4	139
341	NORTHEAST	SKYLINE EAST	Disorder	Social Disorder	4	0	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SKYLINE EAST-Social Disorder-4	51.100150123823106	-114.03893128621468	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	4	1	11	108
342	SOUTH	SUNDANCE	Disorder	Physical Disorder	1	9736	2019-11-01T00:00:00.000	2019	NOV	2019-NOV-SUNDANCE-Physical Disorder-1	50.90155510486336	-114.04204857668046	"{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}"	3	13	6	52
